NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY,NOMBRE_INVESTIGADOR_NORM,NOMBRE_PATENTE_NORM,ES_MISMA_PERSONA,SCORE,DETALLES
"HERRERA GOMEZ,ALBERTO","HERRERA,ALBERTO",85.0,"HERRERA GOMEZ,ALBERTO","HERRERA,ALBERTO",False,60.0,Institución
"HERRERA AZTEGUI,LUIS EDUARDO","HERRERA,LUIS EDUARDO",8.1,"HERRERA AZTEGUI,LUIS EDUARDO","HERRERA,LUIS EDUARDO",False,40.0,Sin coincidencias
"HODGKINS,ROBERT PETER","HODGKINS,ROBERT PETER",100.0,"HODGKINS,ROBERT PETER","HODGKINS,ROBERT PETER",False,60.0,Institución
"HOOGESTEYN REUL,ALMIRA","HOOGESTEYN,ALMIRA L",8.2,"HOOGESTEYN REUL,ALMIRA","HOOGESTEYN,ALMIRA L",False,37.6,Similitud Nombre (94%)
"HUERTA BERISTAIN,GERARDO","HUERTA BERISTAIN,GERARDO",100.0,"HUERTA BERISTAIN,GERARDO","HUERTA BERISTAIN,GERARDO",True,80.0,"Institución, Fecha"
"IBARRA GAYTAN,PABLO JESUS","IBARRA GAYTAN,PABLO JESUS",100.0,"IBARRA GAYTAN,PABLO JESUS","IBARRA GAYTAN,PABLO JESUS",False,60.0,Institución
"IBARRA LACLETTE,ENRIQUE","IBARRA LACLETTE,ENRIQUE",100.0,"IBARRA LACLETTE,ENRIQUE","IBARRA LACLETTE,ENRIQUE",False,60.0,Institución
"IBARRA VELARDE,OSVALDO FROYLAN","IBARRA VELARDE,OSVALDO FROYLAN",100.0,"IBARRA VELARDE,OSVALDO FROYLAN","IBARRA VELARDE,OSVALDO FROYLAN",False,60.0,Institución
"INFANTE MARTINEZ,JOSE RAMIRO","INFANTE MARTINEZ,JOSE RAMIRO",100.0,"INFANTE MARTINEZ,JOSE RAMIRO","INFANTE MARTINEZ,JOSE RAMIRO",False,40.0,Sin coincidencias
"ISLAS ANDRADE,SERGIO AGUSTIN","ISLAS ANDRADE,SERGIO AGUSTIN",100.0,"ISLAS ANDRADE,SERGIO AGUSTIN","ISLAS ANDRADE,SERGIO AGUSTIN",False,60.0,Institución
"ITURRIAGA DE LA FUENTE,GABRIEL","ITURRIAGA DE LA FUENTE,GABRIEL",100.0,"ITURRIAGA DE LA FUENTE,GABRIEL","ITURRIAGA DE LA FUENTE,GABRIEL",True,80.0,"Institución, Fecha"
"JALBOUT TAPIA,ABRAHAM FOUAD","JALBOUT,ABRAHAM FOUAD",85.0,"JALBOUT TAPIA,ABRAHAM FOUAD","JALBOUT,ABRAHAM FOUAD",False,60.0,Institución
"JARAMILLO VIGUERAS,DAVID","JARAMILLO,DAVID",8.3,"JARAMILLO VIGUERAS,DAVID","JARAMILLO,DAVID",False,60.0,Institución
"JIMENEZ CISNEROS,BLANCA ELENA","JIMENEZ CISNEROS,BLANCA ELENA",100.0,"JIMENEZ CISNEROS,BLANCA ELENA","JIMENEZ CISNEROS,BLANCA ELENA",False,60.0,Institución
"JIMENEZ CRUZ,FEDERICO JESUS","JIMENEZ CRUZ,FEDERICO JESUS",100.0,"JIMENEZ CRUZ,FEDERICO JESUS","JIMENEZ CRUZ,FEDERICO JESUS",False,60.0,Institución
"JIMENEZ GARCIA,LUIS FELIPE","JIMENEZ GARCIA,LUIS FELIPE",100.0,"JIMENEZ GARCIA,LUIS FELIPE","JIMENEZ GARCIA,LUIS FELIPE",False,60.0,Institución
"JIMENEZ MANCILLA,NALLELY PATRICIA","JIMENEZ MANCILLA,NALLELY PATRICIA",100.0,"JIMENEZ MANCILLA,NALLELY PATRICIA","JIMENEZ MANCILLA,NALLELY PATRICIA",False,60.0,Institución
"BUENO JIMENEZ,ALFREDO","JIMENEZ,ALFREDO",85.0,"BUENO JIMENEZ,ALFREDO","JIMENEZ,ALFREDO",False,60.0,Institución
"JIMENEZ ROYO,FRANCISCO JAVIER","JIMENEZ,FRANCISCO JAVIER JIMENEZ",7.6,"JIMENEZ ROYO,FRANCISCO JAVIER","JIMENEZ,FRANCISCO JAVIER JIMENEZ",False,40.0,Sin coincidencias
"JIMENEZ MENDEZ,RICARDO","JIMENEZ,RICARDO",8.3,"JIMENEZ MENDEZ,RICARDO","JIMENEZ,RICARDO",False,40.0,Sin coincidencias
"JOSE Y YACAMAN,MIGUEL","JOSE YACAMAN,MIGUEL",9.6,"JOSE Y YACAMAN,MIGUEL","JOSE YACAMAN,MIGUEL",True,80.0,"Institución, Fecha"
"JUAREZ RUIZ,JUAN MANUEL","JUAREZ RUIZ,JUAN MANUEL",100.0,"JUAREZ RUIZ,JUAN MANUEL","JUAREZ RUIZ,JUAN MANUEL",False,60.0,Institución
"KARAMATH ,JAMES ROBERT","KARAMATH,JAMES ROBERT",100.0,"KARAMATH ,JAMES ROBERT","KARAMATH,JAMES ROBERT",False,40.0,Similitud Nombre (100%)
"KEER RENDON,ARTURO","KEER RENDON,ARTURO",100.0,"KEER RENDON,ARTURO","KEER RENDON,ARTURO",False,40.0,Similitud Nombre (100%)
"KONTOROVICH MAZOVER,VALERI","KONTOROVICH MAZOVER,VALERI",100.0,"KONTOROVICH MAZOVER,VALERI","KONTOROVICH MAZOVER,VALERI",False,60.0,Institución
"KUPPUSAMY AMMAL,ILANGOVAN","KUPPUSAMY,ILANGOVAN",87.5,"KUPPUSAMY AMMAL,ILANGOVAN","KUPPUSAMY,ILANGOVAN",True,80.0,"Institución, Fecha"
"KURI HARCUCH,WALID","KURI HARCUCH,WALID",100.0,"KURI HARCUCH,WALID","KURI HARCUCH,WALID",False,40.0,Similitud Nombre (100%)
"KUSSUL,ERNST","KUSSUL,ERNST",100.0,"KUSSUL,ERNST","KUSSUL,ERNST",True,80.0,"Institución, Fecha"
"LARA MARTINEZ,REYNA","LARA MARTINEZ,REYNA",100.0,"LARA MARTINEZ,REYNA","LARA MARTINEZ,REYNA",False,60.0,Institución
"LARA OCHOA,JOSE MANUEL FRANCISCO","LARA OCHOA,JOSE MANUEL FRANCISCO",100.0,"LARA OCHOA,JOSE MANUEL FRANCISCO","LARA OCHOA,JOSE MANUEL FRANCISCO",True,80.0,"Institución, Fecha"
"LARA OCHOA,JOSE MANUEL FRANCISCO","LARA OCHOA,MANUEL FRANCISCO",9.3,"LARA OCHOA,JOSE MANUEL FRANCISCO","LARA OCHOA,MANUEL FRANCISCO",False,60.0,Institución
"LARA ROSANO,FELIPE DE JESUS","LARA ROSANO,FELIPE DE JESUS",100.0,"LARA ROSANO,FELIPE DE JESUS","LARA ROSANO,FELIPE DE JESUS",False,60.0,Institución
"LAREDO SANCHEZ,GEORGINA CECILIA","LAREDO SANCHEZ,GEORGINA CECILIA",100.0,"LAREDO SANCHEZ,GEORGINA CECILIA","LAREDO SANCHEZ,GEORGINA CECILIA",False,60.0,Institución
"LEAL CHAVEZ,DANIEL ARTURO","LEAL CHAVEZ,DANIEL ARTURO",100.0,"LEAL CHAVEZ,DANIEL ARTURO","LEAL CHAVEZ,DANIEL ARTURO",False,40.0,Sin coincidencias
"LEDESMA OROZCO,ELIAS RIGOBERTO","LEDESMA OROZCO,ELIAS RIGOBERTO",100.0,"LEDESMA OROZCO,ELIAS RIGOBERTO","LEDESMA OROZCO,ELIAS RIGOBERTO",False,60.0,Institución
"LEON ROVIRA,NOEL","LEON ROVIRA,NOEL",100.0,"LEON ROVIRA,NOEL","LEON ROVIRA,NOEL",False,60.0,Institución
"LEYVA INZUNZA,ZENAIDA CAROLINA","LEYVA INZUNZA,ZENAIDA CAROLINA",100.0,"LEYVA INZUNZA,ZENAIDA CAROLINA","LEYVA INZUNZA,ZENAIDA CAROLINA",False,60.0,Institución
"LIU,XIANGJIE","LI,XIANG",7.8,"LIU,XIANGJIE","LI,XIANG",False,60.0,Institución
"LICEA NAVARRO,ALEXEI FEDOROVISH","LICEA NAVARRO,ALEXEI FEDOROVISH",100.0,"LICEA NAVARRO,ALEXEI FEDOROVISH","LICEA NAVARRO,ALEXEI FEDOROVISH",False,40.0,Sin coincidencias
"LIKHANOVA,NATALYA VICTOROVNA","LIKHANOVA,NATALYA VICTOROVNA",100.0,"LIKHANOVA,NATALYA VICTOROVNA","LIKHANOVA,NATALYA VICTOROVNA",False,60.0,Institución
"LIU,XIANGJIE","LIN,YINGJIE",7.3,"LIU,XIANGJIE","LIN,YINGJIE",False,60.0,Institución
"LI,XIAOOU","LIU,XIAOHUI",7.8,"LI,XIAOOU","LIU,XIAOHUI",False,60.0,Institución
"LOPEZ ARREDONDO,DAMAR LIZBETH","LOPEZ ARREDONDO,DAMAR LISBETH",9.6,"LOPEZ ARREDONDO,DAMAR LIZBETH","LOPEZ ARREDONDO,DAMAR LISBETH",False,38.8,Similitud Nombre (97%)
"LOPEZ BUCIO,JOSE","LOPEZ BUCIO,JOSE",100.0,"LOPEZ BUCIO,JOSE","LOPEZ BUCIO,JOSE",False,40.0,Similitud Nombre (100%)
"LOPEZ CANOVAS,LILIA","LOPEZ CANOVA,LILIA",98.0,"LOPEZ CANOVAS,LILIA","LOPEZ CANOVA,LILIA",False,60.0,Institución
"LOPEZ CANOVAS,LILIA","LOPEZ CANOVAS,LILIA",100.0,"LOPEZ CANOVAS,LILIA","LOPEZ CANOVAS,LILIA",False,60.0,Institución
"LOPEZ CERVANTES,JAIME","LOPEZ CERVANTES,JAIME",100.0,"LOPEZ CERVANTES,JAIME","LOPEZ CERVANTES,JAIME",False,40.0,Similitud Nombre (100%)
"LOPEZ CUEVAS,JORGE","LOPEZ CUEVAS,JORGE",100.0,"LOPEZ CUEVAS,JORGE","LOPEZ CUEVAS,JORGE",False,40.0,Similitud Nombre (100%)
"LOPEZ DE HARO,MARIANO","LOPEZ DE HARO,MARIANO",100.0,"LOPEZ DE HARO,MARIANO","LOPEZ DE HARO,MARIANO",True,80.0,"Institución, Fecha"
"LOPEZ DIAZ DE LEON,CARLOS","LOPEZ DIAZ,CARLOS",8.5,"LOPEZ DIAZ DE LEON,CARLOS","LOPEZ DIAZ,CARLOS",False,60.0,Institución
"LOPEZ GOERNE,TESSY MARIA","LOPEZ GOERNE,TESSY MARIA",100.0,"LOPEZ GOERNE,TESSY MARIA","LOPEZ GOERNE,TESSY MARIA",False,40.0,Similitud Nombre (100%)
"LOPEZ GOMEZ,RONALD VICTOR MANUEL","LOPEZ GOMEZ,RONALD VICTOR MANUEL",100.0,"LOPEZ GOMEZ,RONALD VICTOR MANUEL","LOPEZ GOMEZ,RONALD VICTOR MANUEL",False,40.0,Similitud Nombre (100%)
"LOPEZ LAGUNAS,ABELARDO","LOPEZ LAGUNAS,ABELARDO",100.0,"LOPEZ LAGUNAS,ABELARDO","LOPEZ LAGUNAS,ABELARDO",False,40.0,Similitud Nombre (100%)
"LOPEZ LIMA,JOSE DANIEL","LOPEZ LIMA,JOSE DANIEL",100.0,"LOPEZ LIMA,JOSE DANIEL","LOPEZ LIMA,JOSE DANIEL",False,60.0,Institución
"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS, III,CONSTANTINO ROBERTO",9.1,"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS,III,CONSTANTINO ROBERTO",False,40.0,Similitud Nombre (100%)
"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS,CONSTANTINO III ROBERTO",100.0,"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS,CONSTANTINO III ROBERTO",False,40.0,Similitud Nombre (100%)
"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS,CONSTANTINO ILL ROBERTO",9.5,"LOPEZ MACIAS,CONSTANTINO III ROBERTO","LOPEZ MACIAS,CONSTANTINO ILL ROBERTO",False,37.6,Similitud Nombre (94%)
"LOPEZ MEYER,PAULO","LOPEZ MEYER,PAULO",100.0,"LOPEZ MEYER,PAULO","LOPEZ MEYER,PAULO",False,40.0,Sin coincidencias
"LOPEZ ORTIZ,ALEJANDRO","LOPEZ ORTIZ,ALEJANDRO",100.0,"LOPEZ ORTIZ,ALEJANDRO","LOPEZ ORTIZ,ALEJANDRO",False,40.0,Sin coincidencias
"LOPEZ RAMIREZ,SIMON","LOPEZ RAMIREZ,SIMON",100.0,"LOPEZ RAMIREZ,SIMON","LOPEZ RAMIREZ,SIMON",False,60.0,Institución
"LOPEZ SALINAS,ESTEBAN","LOPEZ SALINAS,ESTEBAN",100.0,"LOPEZ SALINAS,ESTEBAN","LOPEZ SALINAS,ESTEBAN",False,60.0,Institución
"LOPEZ SERRANO RAMOS,FRANCISCO","LOPEZ SERRANO RAMOS,FRANCISCO",100.0,"LOPEZ SERRANO RAMOS,FRANCISCO","LOPEZ SERRANO RAMOS,FRANCISCO",False,40.0,Similitud Nombre (100%)
"LOPEZ VIDAL,YOLANDA","LOPEZ VIDAL,YOLANDA",100.0,"LOPEZ VIDAL,YOLANDA","LOPEZ VIDAL,YOLANDA",False,60.0,Institución
"LOPEZ ZAVALA,MIGUEL ANGEL","LOPEZ ZAVALA,MIGUEL ANGEL",100.0,"LOPEZ ZAVALA,MIGUEL ANGEL","LOPEZ ZAVALA,MIGUEL ANGEL",False,60.0,Institución
"LOPEZ GOMEZ,ANGEL","LOPEZ,ANGEL",81.2,"LOPEZ GOMEZ,ANGEL","LOPEZ,ANGEL",False,60.0,Institución
"LOPEZ REYES,ANTONIO","LOPEZ,ANTONIO",81.2,"LOPEZ REYES,ANTONIO","LOPEZ,ANTONIO",False,60.0,Institución
"LOPEZ LUNA,EDGAR","LOPEZ,EDGARDO",75.0,"LOPEZ LUNA,EDGAR","LOPEZ,EDGARDO",False,60.0,Institución
"LOPEZ LOPEZ,EDUARDO","LOPEZ,EDUARDO",81.2,"LOPEZ LOPEZ,EDUARDO","LOPEZ,EDUARDO",False,40.0,Sin coincidencias
"LOPEZ LOERA,HECTOR","LOPEZ,HECTOR",81.2,"LOPEZ LOERA,HECTOR","LOPEZ,HECTOR",False,60.0,Institución
"LOPEZ LOPEZ,JORGE LUIS","LOPEZ,JORGE LOUIS",7.8,"LOPEZ LOPEZ,JORGE LUIS","LOPEZ,JORGE LOUIS",False,60.0,Institución
"LOPEZ,JUAN","LOPEZ,JUAN",100.0,"LOPEZ,JUAN","LOPEZ,JUAN",False,60.0,Institución
"LOPEZ,JUAN","LOPEZ,JUAN E",90.0,"LOPEZ,JUAN","LOPEZ,JUAN E",False,40.0,Similitud Nombre (100%)
"LOPEZ SOSA,LUIS","LOPEZ,LUIS",8.3,"LOPEZ SOSA,LUIS","LOPEZ,LUIS",False,40.0,Sin coincidencias
"LOPEZ GOMEZ,MARIO","LOPEZ,MARIO",81.2,"LOPEZ GOMEZ,MARIO","LOPEZ,MARIO",False,40.0,Sin coincidencias
"CRUZ LOPEZ,MIGUEL","LOPEZ,MIGUEL",8.3,"CRUZ LOPEZ,MIGUEL","LOPEZ,MIGUEL",False,60.0,Institución
"RIVAS LOPEZ,MOISES","LOPEZ,MOISES",81.2,"RIVAS LOPEZ,MOISES","LOPEZ,MOISES",False,60.0,Institución
"LOPEZ LIRA,NIDIA","LOPEZ,NYDIA",7.3,"LOPEZ LIRA,NIDIA","LOPEZ,NYDIA",False,60.0,Institución
"LOPEZ GOMEZ,RODOLFO","LOPEZ,RODOLFO",81.2,"LOPEZ GOMEZ,RODOLFO","LOPEZ,RODOLFO",False,60.0,Institución
"DIAZ LOPEZ,RUBEN","LOPEZ,RUBEN M",75.0,"DIAZ LOPEZ,RUBEN","LOPEZ,RUBEN M",False,36.8,Similitud Nombre (92%)
"LORIA BASTARRACHEA,MARIA ISABEL DE LOS DOLORES","LORIA BASTARRACHEA,MARIA ISABEL DE LOS DOLORES",100.0,"LORIA BASTARRACHEA,MARIA ISABEL DE LOS DOLORES","LORIA BASTARRACHEA,MARIA ISABEL DE LOS DOLORES",False,40.0,Sin coincidencias
"LOZADA Y CASSOU,MARCELO","LOZADA Y CASSOU,MARCELO",100.0,"LOZADA Y CASSOU,MARCELO","LOZADA Y CASSOU,MARCELO",True,80.0,"Institución, Fecha"
"LUJAN MONTELONGO,JESUS ARMANDO","LUJAN MONTELONGO,JESUS ARMANDO",100.0,"LUJAN MONTELONGO,JESUS ARMANDO","LUJAN MONTELONGO,JESUS ARMANDO",False,40.0,Similitud Nombre (100%)
"LUNA AGUILAR,ESTEBAN ANTOLIN","LUNA AGUILAR,ESTEBAN ANTOLIN",100.0,"LUNA AGUILAR,ESTEBAN ANTOLIN","LUNA AGUILAR,ESTEBAN ANTOLIN",False,60.0,Institución
"LUNA GARCIA,JESUS","LUNA GARCIA,JESUS",100.0,"LUNA GARCIA,JESUS","LUNA GARCIA,JESUS",False,40.0,Sin coincidencias
"LUNA GUTIERREZ,MYRNA ALEJANDRA","LUNA GUTIERREZ,MYRNA ALEJANDRA",100.0,"LUNA GUTIERREZ,MYRNA ALEJANDRA","LUNA GUTIERREZ,MYRNA ALEJANDRA",False,60.0,Institución
"LUNA PINEDA,VICTOR MANUEL","LUNA PINEDA,VICTOR MANUEL",100.0,"LUNA PINEDA,VICTOR MANUEL","LUNA PINEDA,VICTOR MANUEL",False,40.0,Sin coincidencias
"LUNA PIZARRO,DANIEL","LUNA PIZARRO,DANIEL",100.0,"LUNA PIZARRO,DANIEL","LUNA PIZARRO,DANIEL",False,60.0,Institución
"LUNA ROJERO,ERICK EMANUEL","LUNA ROJERO,ERICK EMANUEL",100.0,"LUNA ROJERO,ERICK EMANUEL","LUNA ROJERO,ERICK EMANUEL",False,60.0,Institución
"MALDONADO CORTES,DEMOFILO","MALDONADO CORTES,DEMOFILO",100.0,"MALDONADO CORTES,DEMOFILO","MALDONADO CORTES,DEMOFILO",False,40.0,Similitud Nombre (100%)
"MALDONADO RODRIGUEZ,ROGELIO","MALDONADO RODRIGUEZ,ROGELIO",100.0,"MALDONADO RODRIGUEZ,ROGELIO","MALDONADO RODRIGUEZ,ROGELIO",False,40.0,Similitud Nombre (100%)
"MANUCHARYAN,KAREN","MANUCHARYAN,KAREN",100.0,"MANUCHARYAN,KAREN","MANUCHARYAN,KAREN",False,60.0,Institución
"MAR JUAREZ,ELIZABETH","MAR JUAREZ,ELIZABETH",100.0,"MAR JUAREZ,ELIZABETH","MAR JUAREZ,ELIZABETH",False,60.0,Institución
"MARIN CRUZ,JESUS","MARIN CRUZ,JESUS",100.0,"MARIN CRUZ,JESUS","MARIN CRUZ,JESUS",False,60.0,Institución
"MARIN ROSAS,CELIA","MARIN ROSAS,CELIA",100.0,"MARIN ROSAS,CELIA","MARIN ROSAS,CELIA",False,60.0,Institución
"MARIN CRUZ,JESUS","MARINI,JESUS",81.2,"MARIN CRUZ,JESUS","MARINI,JESUS",False,60.0,Institución
"MARINO MARMOLEJO,ERIKA NAHOMY","MARINO MARMOLEJO,ERIKA NAHOMY",100.0,"MARINO MARMOLEJO,ERIKA NAHOMY","MARINO MARMOLEJO,ERIKA NAHOMY",False,40.0,Sin coincidencias
"MARQUEZ LUCERO,ALFREDO","MARQUEZ LUCERO,ALFREDO",100.0,"MARQUEZ LUCERO,ALFREDO","MARQUEZ LUCERO,ALFREDO",False,40.0,Sin coincidencias
"MARQUEZ NAVARRO,ADRIAN","MARQUEZ,ADRIAN",8.1,"MARQUEZ NAVARRO,ADRIAN","MARQUEZ,ADRIAN",False,40.0,Sin coincidencias
"MARQUEZ RUBIO,JUAN FRANCISCO","MARQUEZ,JOSE FRANCISCO",7.4,"MARQUEZ RUBIO,JUAN FRANCISCO","MARQUEZ,JOSE FRANCISCO",False,60.0,Institución
"MARROQUIN SANCHEZ,GUSTAVO JESUS","MARROQUIN SANCHEZ,GUSTAVO JESUS",100.0,"MARROQUIN SANCHEZ,GUSTAVO JESUS","MARROQUIN SANCHEZ,GUSTAVO JESUS",False,60.0,Institución
"MARTIN DEL CAMPO LOPEZ,FABIOLA","MARTIN DEL CAMPO LOPEZ,FABIOLA",100.0,"MARTIN DEL CAMPO LOPEZ,FABIOLA","MARTIN DEL CAMPO LOPEZ,FABIOLA",False,60.0,Institución
"MARTINEZ TELLEZ,MIGUEL ANGEL","MARTIN TELLEZ,MIGUEL ANGEL",9.6,"MARTINEZ TELLEZ,MIGUEL ANGEL","MARTIN TELLEZ,MIGUEL ANGEL",False,40.0,Sin coincidencias
"MARTINEZ ALANIS,MAURICIO","MARTINEZ ALANIS,MAURICIO",100.0,"MARTINEZ ALANIS,MAURICIO","MARTINEZ ALANIS,MAURICIO",False,40.0,Sin coincidencias
"MARTINEZ BUSTOS,FERNANDO","MARTINEZ BUSTOS,FERNANDO",100.0,"MARTINEZ BUSTOS,FERNANDO","MARTINEZ BUSTOS,FERNANDO",False,40.0,Similitud Nombre (100%)
"MARTINEZ CASTANON,GABRIEL ALEJANDRO","MARTINEZ CASTANON,GABRIEL ALEJANDRO",100.0,"MARTINEZ CASTANON,GABRIEL ALEJANDRO","MARTINEZ CASTANON,GABRIEL ALEJANDRO",False,40.0,Similitud Nombre (100%)
"MARTINEZ CHAPA,SERGIO OMAR","MARTINEZ CHAPA,SERGIO OMAR",100.0,"MARTINEZ CHAPA,SERGIO OMAR","MARTINEZ CHAPA,SERGIO OMAR",False,60.0,Institución
"MARTINEZ GOMEZ,ALVARO DE JESUS","MARTINEZ GOMEZ,ALVARO DE JESUS",100.0,"MARTINEZ GOMEZ,ALVARO DE JESUS","MARTINEZ GOMEZ,ALVARO DE JESUS",False,40.0,Similitud Nombre (100%)
"MARTINEZ GOMEZ,LORENZO","MARTINEZ GOMEZ,LORENZO",100.0,"MARTINEZ GOMEZ,LORENZO","MARTINEZ GOMEZ,LORENZO",False,60.0,Institución
"MARTINEZ JARQUIN,SANDRA","MARTINEZ JARQUIN,SANDRA",100.0,"MARTINEZ JARQUIN,SANDRA","MARTINEZ JARQUIN,SANDRA",False,60.0,Institución
"MARTINEZ JIMENEZ,ALFREDO","MARTINEZ JIMENEZ,ALFREDO",100.0,"MARTINEZ JIMENEZ,ALFREDO","MARTINEZ JIMENEZ,ALFREDO",False,60.0,Institución
"MARTINEZ MAGADAN,JOSE MANUEL","MARTINEZ MAGADAN,JOSE MANUEL",100.0,"MARTINEZ MAGADAN,JOSE MANUEL","MARTINEZ MAGADAN,JOSE MANUEL",False,60.0,Institución
"MARTINEZ MARTINEZ DE LA ESCALERA,LORENZO","MARTINEZ MARTINEZ DE LA ESCALARA,LORENZO",98.3,"MARTINEZ MARTINEZ DE LA ESCALERA,LORENZO","MARTINEZ MARTINEZ DE LA ESCALARA,LORENZO",False,60.0,Fecha
"MARTINEZ PALOU,RAFAEL","MARTINEZ PALOU,RAFAEL",100.0,"MARTINEZ PALOU,RAFAEL","MARTINEZ PALOU,RAFAEL",False,60.0,Institución
"MARTINEZ ROMERO,OSCAR","MARTINEZ ROMERO,OSCAR",100.0,"MARTINEZ ROMERO,OSCAR","MARTINEZ ROMERO,OSCAR",False,40.0,Similitud Nombre (100%)
"MARTINEZ TELLEZ,MIGUEL ANGEL","MARTINEZ TELLEZ,MIGUEL ANGEL",100.0,"MARTINEZ TELLEZ,MIGUEL ANGEL","MARTINEZ TELLEZ,MIGUEL ANGEL",False,40.0,Sin coincidencias
"MARTINEZ RIOS,ALEJANDRO","MARTINEZ,ALEJANDRO",88.9,"MARTINEZ RIOS,ALEJANDRO","MARTINEZ,ALEJANDRO",False,40.0,Sin coincidencias
"MARTINEZ RIOS,ALEJANDRO","MARTINEZ,ALEJANDRO LEON",7.7,"MARTINEZ RIOS,ALEJANDRO","MARTINEZ,ALEJANDRO LEON",False,40.0,Sin coincidencias
"MARTINEZ RICHA,ANTONIO","MARTINEZ,ANTONIO",8.6,"MARTINEZ RICHA,ANTONIO","MARTINEZ,ANTONIO",True,80.0,"Institución, Fecha"
"MARTINEZ NUNEZ,CARLOS EDUARDO","MARTINEZ,CARLOS EDUARDO",8.6,"MARTINEZ NUNEZ,CARLOS EDUARDO","MARTINEZ,CARLOS EDUARDO",False,60.0,Institución
"MARTINEZ VERA,CARLOS","MARTINEZ,CARLOS L",8.0,"MARTINEZ VERA,CARLOS","MARTINEZ,CARLOS L",False,37.6,Similitud Nombre (94%)
"MARTINEZ FONG,DANIEL","MARTINEZ,DANIEL",88.9,"MARTINEZ FONG,DANIEL","MARTINEZ,DANIEL",False,60.0,Institución
"MARTINEZ MARIN,EDUARDO","MARTINEZ,EDUARDO",8.6,"MARTINEZ MARIN,EDUARDO","MARTINEZ,EDUARDO",False,60.0,Institución
"MARTINEZ MONTES,FEDERICO","MARTINEZ,FEDERICO",8.4,"MARTINEZ MONTES,FEDERICO","MARTINEZ,FEDERICO",False,60.0,Institución
"MARTINEZ RUIZ,HECTOR","MARTINEZ,HECTOR G",8.0,"MARTINEZ RUIZ,HECTOR","MARTINEZ,HECTOR G",False,37.6,Similitud Nombre (94%)
"MARTINEZ OCHOA,HUGO","MARTINEZ,HUGO",8.6,"MARTINEZ OCHOA,HUGO","MARTINEZ,HUGO",False,60.0,Institución
"MARTINEZ CORTES,ISMAEL","MARTINEZ,ISMAEL",8.4,"MARTINEZ CORTES,ISMAEL","MARTINEZ,ISMAEL",False,60.0,Institución
"MARTINEZ ROSAS,JUAN CARLOS","MARTINEZ,JUAN CARLOS",8.6,"MARTINEZ ROSAS,JUAN CARLOS","MARTINEZ,JUAN CARLOS",False,60.0,Institución
"MARTINEZ SOTO,JUAN MANUEL","MARTINEZ,JUAN MANUEL",88.9,"MARTINEZ SOTO,JUAN MANUEL","MARTINEZ,JUAN MANUEL",False,60.0,Institución
"MARTINEZ ANDRADE,LUIS","MARTINEZ,LUIS",8.3,"MARTINEZ ANDRADE,LUIS","MARTINEZ,LUIS",False,60.0,Fecha
"MARTINEZ ANDRADE,LUIS","MARTINEZ,LUIS M",7.3,"MARTINEZ ANDRADE,LUIS","MARTINEZ,LUIS M",False,37.2,Similitud Nombre (93%)
"MARTINEZ MARES,MOISES","MARTINEZ,MOISES",8.6,"MARTINEZ MARES,MOISES","MARTINEZ,MOISES",False,60.0,Institución
"MAS OLIVA,JAIME","MAS OLIVA,JAIME",100.0,"MAS OLIVA,JAIME","MAS OLIVA,JAIME",False,60.0,Institución
"MASCORRO GALLARDO,JOSE OSCAR","MASCORRO GALLARDO,JOSE OSCAR",100.0,"MASCORRO GALLARDO,JOSE OSCAR","MASCORRO GALLARDO,JOSE OSCAR",False,40.0,Similitud Nombre (100%)
"MAYA FLORES,ETEL","MAYA FLORES,ETEL",100.0,"MAYA FLORES,ETEL","MAYA FLORES,ETEL",False,40.0,Sin coincidencias
"MEAS VONG,YUNNY","MEAS VONG,YUNNY",100.0,"MEAS VONG,YUNNY","MEAS VONG,YUNNY",False,40.0,Sin coincidencias
"MEDINA MENDOZA,ANA KARINA","MEDINA MENDOZA,ANA KARINA",100.0,"MEDINA MENDOZA,ANA KARINA","MEDINA MENDOZA,ANA KARINA",False,60.0,Institución
"LOPEZ MEDINA,RICARDO","MEDINA,RICARDO",8.3,"LOPEZ MEDINA,RICARDO","MEDINA,RICARDO",True,80.0,"Institución, Fecha"
"MEJIA CENTENO,ISIDRO","MEJIA CENTENO,ISIDRO",100.0,"MEJIA CENTENO,ISIDRO","MEJIA CENTENO,ISIDRO",False,60.0,Institución
"MEJIA PEREZ,GUSTAVO","MEJIA PEREZ,GUSTAVO",100.0,"MEJIA PEREZ,GUSTAVO","MEJIA PEREZ,GUSTAVO",False,60.0,Institución
"MELGAR FERNANDEZ,ROBERTO CARLOS","MELGAR FERNANDEZ,ROBERTO CARLOS",100.0,"MELGAR FERNANDEZ,ROBERTO CARLOS","MELGAR FERNANDEZ,ROBERTO CARLOS",False,40.0,Similitud Nombre (100%)
