Nombre Buscado,Mejor Coincidencia,Similitud
"HERNANDEZ RIVERA,JUAN AUGUSTO","HERNANDEZ RIVERA,JUAN AUGUSTO",100.0
"CONTRERAS CUBAS,CECILIA","CONTRERAS CUBAS,CECILIA",100.0
"VELAZQUEZ FLORES,MIGUEL ANGEL","VELAZQUEZ FLORES,MIGUEL ANGEL",100.0
"CORTES PEREZ,SANDRA","CORTES PEREZ,SANDRA",100.0
"DE LA TORRE DE LARA,JESUS ANTONIO","DE LA TORRE DE LARA,JESUS ANTONIO",100.0
"RIVADENEYRA ROMERO,GABRIELA","RIVADENEYRA ROMERO,GABRIELA",100.0
"VARGAS BECERRIL,NANCY","VARGAS BECERRIL,NANCY",100.0
"REYES,BERSAIN ALEXANDER","REYES , BERSAIN ALEXANDER",95.83333333333334
"MARISCAL BECERRA,LUIS","MARISCAL BECERRA,LUIS",100.0
"RODRIGUEZ GOMEZ,ARTURO","RODRIGUEZ GOMEZ,ARTURO",100.0
"REBOLLEDO CAMACHO,VIRGINIA","REBOLLEDO CAMACHO, VIRGINIA",98.11320754716981
"RIVERA MANCIA,SUSANA YESENIA","RIVERA MANCIA,SUSANA YESENIA",100.0
"CORDOVA DAVALOS,LAURA ELENA","CORDOVA DAVALOS,LAURA ELENA",100.0
"ALCANTARA MENDOZA,SUSANA","ALCANTARA MENDOZA,SUSANA",100.0
"MENDOZA TOLENTINO,YUCUNDO","MENDOZA TOLENTINO,YUCUNDO",100.0
"HERNANDEZ ORTEGA,KARINA","HERNANDEZ ORTEGA,KARINA",100.0
"CERVANTES RENDON,ESMERALDA","CERVANTES RENDON,ESMERALDA",100.0
"LOPEZ GONZALEZ,ZINAELI","LOPEZ GONZALEZ,ZINAELI",100.0
"AYALA CARRILLO,MARIA DEL ROSARIO","AYALA CARRILLO, MARIA DEL ROSARIO",98.46153846153847
"MONTAÑO MENDEZ,ILIANA ENRIQUETA","MONTAÑO MENDEZ, ILIANA ENRIQUETA",98.41269841269842
"LARA FIGUEROA,HUGO NATHANAEL","LARA FIGUEROA,HUGO NATHANAEL",100.0
"HERRERA RAMIREZ,JOSE CARLOMAN","HERRERA RAMIREZ,JOSE CARLOMAN",100.0
"SAMANO SAMANO,MARIA REYNA","SAMANO SAMANO,MARIA REYNA",100.0
"GONZALEZ TORRES,CAROLINA","GONZALEZ TORRES,CAROLINA",100.0
"PIÑON ZARATE,GABRIELA","PIÑON ZARATE, GABRIELA",97.67441860465115
"ROJAS SAAVEDRA,KARLA CARMINA","ROJAS SAAVEDRA,KARLA CARMINA",100.0
"CASTILLO CASTREJON,MARISOL","CASTILLO CASTREJON,MARISOL",100.0
"VILLEGAS SANTIAGO,JULIANA","VILLEGAS SANTIAGO,JULIANA",100.0
"RUIZ ESPINOZA,JUAN ENRIQUE","RUIZ ESPINOZA,JUAN ENRIQUE",100.0
"MIRANDA PASOS,ISRAEL","MIRANDA PASOS, ISRAEL",97.5609756097561
"MONGE AMAYA,ONOFRE","MONGE AMAYA,ONOFRE",100.0
"RODRIGUEZ LARA,VIANEY","RODRIGUEZ LARA,VIANEY",100.0
"MARTINEZ AISPURO,JOSE ALFREDO","MARTINEZ AISPURO,JOSE ALFREDO",100.0
"PEREZ REYES,ILDEBRANDO","PEREZ REYES,ILDEBRANDO",100.0
"ESCOBAR ACEVEDO,MARCO ANTONIO","ESCOBAR ACEVEDO,MARCO ANTONIO",100.0
"HERNANDEZ MORALES,RICARDO","HERNANDEZ MORALES,RICARDO",100.0
"OLIMON ANDALON,VICENTE","OLIMON ANDALON,VICENTE",100.0
"SALVADEO,CHRISTIAN JAVIER","SALVADEO , CHRISTIAN JAVIER",96.15384615384616
"NETZAHUALCOYOTZI MENDEZ,MARCIANO","NETZAHUALCOYOTZI MENDEZ,MARCIANO",100.0
"ZAMORA TORRES,AMERICA IVONNE","ZAMORA TORRES,AMERICA IVONNE",100.0
"DOMINGUEZ MALDONADO,RUBEN","DOMINGUEZ MALDONADO,RUBEN",100.0
"DORANTES MENDEZ,GUADALUPE","DORANTES MENDEZ,GUADALUPE",100.0
"PIÑA RAMIREZ,OMAR","PIÑA RAMIREZ, OMAR",97.14285714285714
"ACEVES DE ALBA,JORGE","ACEVES DE ALBA,JORGE",100.0
"FAVILA TELLO,ANTONIO","FAVILA TELLO,ANTONIO",100.0
"VILLEGAS RUIZ,VANESSA","VILLEGAS RUIZ,VANESSA",100.0
"CORNEJO GARRIDO,JORGE","CORNEJO GARRIDO,JORGE",100.0
"GOMEZ LUNAR,ZULEMA","GOMEZ LUNAR,ZULEMA",100.0
"SALINAS JAZMIN,NOHEMI","SALINAS JAZMIN,NOHEMI",100.0
"CORONA TERAN,JARINZI","CORONA TERAN,JARINZI",100.0
"URQUIJO TORRES,PEDRO SERGIO","URQUIJO TORRES,PEDRO SERGIO",100.0
"LOPEZ GOMEZ,MARIA FERNANDA","LOPEZ GOMEZ,MARIA FERNANDA",100.0
"MERCADO VILLALOBOS,ALEJANDRO","MERCADO VILLALOBOS,ALEJANDRO",100.0
"GUZMAN GRIJALVA,HECTOR MANUEL","GUZMAN GRIJALVA,HECTOR MANUEL",100.0
"BUSQUETS VASS,GERALDINE ROSALIE","BUSQUETS VASS,GERALDINE ROSALIE",100.0
"DIAZ PATIÑO,JUAN CARLOS","DIAZ PATIÑO, JUAN CARLOS",97.87234042553192
"ANTONIO RAMOS,PAFNUNCIO","ANTONIO RAMOS,PAFNUNCIO",100.0
"LIZARRAGA SALAS,FRAMBEL","LIZARRAGA SALAS,FRAMBEL",100.0
"GAYTAN GOMEZ,ORIANA ZARET","GAYTAN GOMEZ,ORIANA ZARET",100.0
"HERNANDEZ FLORES,EDIT","HERNANDEZ FLORES,EDIT",100.0
"CASTAÑEDA DIAZ,ARELI ADRIANA","CASTAÑEDA DIAZ, ARELI ADRIANA",98.24561403508771
"PEDRAZA BUCIO,CLAUDIA IVETTE","PEDRAZA BUCIO,CLAUDIA IVETTE",100.0
"VILLEGAS IZAGUIRRE,JOSE MANUEL","VILLEGAS IZAGUIRRE, JOSE MANUEL",98.36065573770492
"ZUÑIGA HINOJOSA,MARIA ANTONIETA","ZUÑIGA HINOJOSA, MARIA ANTONIETA",98.41269841269842
"SANCHEZ GARCIA,JOSE LUIS","SANCHEZ GARCIA, JOSE LUIS",97.95918367346938
"COLIN URIETA,SERAFIN","COLIN URIETA,SERAFIN",100.0
"RAMOS QUIROZ,FRANCISCO","RAMOS QUIROZ,FRANCISCO",100.0
"RUIZ CABALLERO,ANTONIO","RUIZ CABALLERO,ANTONIO",100.0
"GONZALEZ GARAY,ALEJANDRO GABRIEL","GONZALEZ GARAY,ALEJANDRO GABRIEL",100.0
"MACIAS LAMAS,ADRIANA MACARIA","MACIAS LAMAS, ADRIANA MACARIA",98.24561403508771
"CRAIL MELENDEZ,EDGAR DANIEL","CRAIL MELENDEZ,EDGAR DANIEL",100.0
"ALVARADO FLORES,JOSE JUAN","ALVARADO FLORES,JOSE JUAN",100.0
"CALDERON FARFAN,ALI","CALDERON FARFAN,ALI",100.0
"MARTINEZ JUAREZ,IRIS ENRIQUETA","MARTINEZ JUAREZ,IRIS ENRIQUETA",100.0
"MELENDEZ RAMIREZ,GABRIELA","MELENDEZ RAMIREZ,GABRIELA",100.0
"DORANTES ACOSTA,ELISA MARIA","DORANTES ACOSTA,ELISA MARIA",100.0
"RODRIGUEZ CANO,CESAR AUGUSTO","RODRIGUEZ CANO,CESAR AUGUSTO",100.0
"LOPEZ SANDOVAL,MARIA GUADALUPE","LOPEZ SANDOVAL,MARIA GUADALUPE",100.0
"CONTRERAS YAÑEZ,IRAZU","CONTRERAS YAÑEZ, IRAZU",97.67441860465115
"VAZQUEZ BERNAL,KARINA","VAZQUEZ BERNAL,KARINA",100.0
"OROZCO GUTIERREZ,GABRIELA","OROZCO GUTIERREZ,GABRIELA",100.0
"CERANO PAREDES,JULIAN","CERANO PAREDES,JULIAN",100.0
"CAMBRON SANDOVAL,VICTOR HUGO","CAMBRON SANDOVAL,VICTOR HUGO",100.0
"FETTER PRUNEDA,INGRID ANNETTE","FETTER PRUNEDA,INGRID ANNETTE",100.0
"GONZALEZ VIRLA,BALDOMERO JOSE GREGORIO","GONZALEZ VIRLA,BALDOMERO JOSE GREGORIO",100.0
"MONTIEL CERVANTES,LAURA ARCELIA","MONTIEL CERVANTES,LAURA ARCELIA",100.0
"SUAREZ FRANCO,JOSE LUIS","SUAREZ FRANCO,JOSE LUIS",100.0
"GARCIA HERNANDEZ,ANA LILIA","GARCIA HERNANDEZ,ANA LILIA",100.0
"OROZCO GUILLEN,ORALIA ALEJANDRA","OROZCO GUILLEN,ORALIA ALEJANDRA",100.0
"VERA SERNA,PEDRO","VERA SERNA,PEDRO",100.0
"TOPETE CAMACHO,ANTONIO","TOPETE CAMACHO,ANTONIO",100.0
"MUNGUIA OCHOA,LAURA YADIRA","MUNGUIA OCHOA,LAURA YADIRA",100.0
"MORONES ESQUIVEL,MIRIAM MIRELLE","MORONES ESQUIVEL,MIRIAM MIRELLE",100.0
"MEJIA DELGADILLO,MARIO ALEJANDRO","MEJIA DELGADILLO, MARIO ALEJANDRO",98.46153846153847
"CARMONA SILVA,JOSE LUIS","CARMONA SILVA,JOSE LUIS",100.0
"MIRANDA JACOME,JOSE ANTONIO","MIRANDA JACOME,JOSE ANTONIO",100.0
"MARTINEZ LAZCANO,JUAN CARLOS","MARTINEZ LAZCANO,JUAN CARLOS",100.0
"GUERRERO GUERRA,CESAR","GUERRERO GUERRA,CESAR",100.0
"MENDEZ ALBORES,ALIA","MENDEZ ALBORES,ALIA",100.0
"ROLDAN CRUZ,EDGAR IVAN","ROLDAN CRUZ,EDGAR IVAN",100.0
"GRANADOS AMORES,JASMIN","GRANADOS AMORES,JASMIN",100.0
"MEDINA BRAVO,PATRICIA GUADALUPE","MEDINA BRAVO,PATRICIA GUADALUPE",100.0
"DIAZ VELAZQUEZ,HERIBERTO","DIAZ VELAZQUEZ,HERIBERTO",100.0
"ROMERO SERVIN,SERGIO AUGUSTO","ROMERO SERVIN,SERGIO AUGUSTO",100.0
"ANGELES HERRERA,DANIEL","ANGELES HERRERA,DANIEL",100.0
"SANCHEZ RUIZ,ABRAHAM","SANCHEZ RUIZ,ABRAHAM",100.0
"TERAN MENDEZ,GERARDO","TERAN MENDEZ,GERARDO",100.0
"SANCHEZ CARDENAS,REBECA","SANCHEZ CARDENAS,REBECA",100.0
"MENDOZA PINTO,CLAUDIA","MENDOZA PINTO,CLAUDIA",100.0
"MARQUEZ ESTRADA,JOSE MANUEL","MARQUEZ ESTRADA,JOSE MANUEL",100.0
"CRUZ CHAN,JULIO VLADIMIR","CRUZ CHAN,JULIO VLADIMIR",100.0
"RAMOS VALENCIA,JUDITH","RAMOS VALENCIA,JUDITH",100.0
"ZUNO RODILES,EDGAR","ZUNO RODILES,EDGAR",100.0
"ESQUIVEL ESCALANTE,KAREN","ESQUIVEL ESCALANTE,KAREN",100.0
"SANDOVAL GARCIA,FLAVIO","SANDOVAL GARCIA,FLAVIO",100.0
"GUZMAN MARTINEZ,CARLOS","GUZMAN MARTINEZ,CARLOS",100.0
"CARMONA TELLEZ,SALVADOR","CARMONA TELLEZ,SALVADOR",100.0
"GUERRA BALCAZAR,MINERVA","GUERRA BALCAZAR,MINERVA",100.0
"MARTINEZ CHAVEZ,EVA ELIZABETH","MARTINEZ CHAVEZ,EVA ELIZABETH",100.0
"MARTINEZ MONTOYA,HUMBERTO","MARTINEZ MONTOYA,HUMBERTO",100.0
"VERGARA CASTAÑEDA,ARELY","VERGARA CASTAÑEDA, ARELY",97.87234042553192
"FLORES GARCIA,MIRTHALA","FLORES GARCIA,MIRTHALA",100.0
VARELA ZUÑIGA MARIA DEL ROSARIO,VARELA ZUÑIGA MARIA DEL ROSARIO,100.0
"DE LA CRUZ ARREOLA,SERGIO","DE LA CRUZ ARREOLA, SERGIO",98.0392156862745
"ALMEIDA GUTIERREZ,EDUARDO","ALMEIDA GUTIERREZ,EDUARDO",100.0
"PEREZ PAYAN,SINUHE ALEJANDRO","PEREZ PAYAN, SINUHE ALEJANDRO",98.24561403508771
"RUIZ BARRIGA,JORGE ALBERTO","RUIZ BARRIGA,JORGE ALBERTO",100.0
"TOLEDO OLIVAR,ARACELI","TOLEDO OLIVAR, ARACELI",97.67441860465115
"HERNANDEZ DIAZ,LORENZO","HERNANDEZ DIAZ,LORENZO",100.0
"LAGUNAS VAZQUES,MAGDALENA","LAGUNAS VAZQUES,MAGDALENA",100.0
"SANTANDER BASTIDA,FRANCISCO JAVIER","SANTANDER BASTIDA, FRANCISCO JAVIER",98.55072463768117
"DEL TORO ARREOLA,ALICIA","DEL TORO ARREOLA,ALICIA",100.0
"CONTRERAS OROZCO,MARIA DE LOS DOLORES LETICIA","CONTRERAS OROZCO,MARIA DE LOS DOLORES LETICIA",100.0
"TELLO MIJARES,JOSE DE JESUS SANTIAGO","TELLO MIJARES,JOSE DE JESUS SANTIAGO",100.0
"BALCAZAR LOPEZ,EDGAR","BALCAZAR LOPEZ, EDGAR",97.5609756097561
"RODRIGUEZ MEJIA,JOSE LUIS","RODRIGUEZ MEJIA, JOSE LUIS",98.0392156862745
"RODRIGUEZ GARCIA,AIDA","RODRIGUEZ GARCIA,AIDA",100.0
BRAULIO MARTINEZ BENITEZ,BRAULIO MARTINEZ BENITEZ,100.0
"SAUCEDO MARTINEZ,JANIA ASTRID","SAUCEDO MARTINEZ,JANIA ASTRID",100.0
"SOLIS RODRIGUEZ,OSCAR","SOLIS RODRIGUEZ, OSCAR",97.67441860465115
"DAMAS DE LOS SANTOS,FELIX","DAMAS DE LOS SANTOS,FELIX",100.0
"PARRA ENCINAS,KARLA LARIZA","PARRA ENCINAS,KARLA LARIZA",100.0
"LUGO REYES,SAUL OSWALDO","LUGO REYES, SAUL OSWALDO",97.87234042553192
"VILLARREAL MARROQUIN,MARIA GUADALUPE","VILLARREAL MARROQUIN,MARIA GUADALUPE",100.0
"GUEVARA CRUZ,MARTHA","GUEVARA CRUZ,MARTHA",100.0
"DIAZ PARRA,OCOTLAN","DIAZ PARRA,OCOTLAN",100.0
"HERNANDEZ GARIBAY,ENRIQUE","HERNANDEZ GARIBAY,ENRIQUE",100.0
"JASSO ROMERO,EVANGELINA","JASSO ROMERO, EVANGELINA",97.87234042553192
"MANI GONZALEZ,PIERRE GIOVANNI","MANI GONZALEZ,PIERRE GIOVANNI",100.0
"SEPULVEDA RIOS,IRMA JANETT","SEPULVEDA RIOS, IRMA JANETT",98.11320754716981
"QUINTANA RODRIGUEZ,ELIZABETH","QUINTANA RODRIGUEZ,ELIZABETH",100.0
"RODRIGUEZ RAMIREZ,JOSE ALFREDO","RODRIGUEZ RAMIREZ,JOSE ALFREDO",100.0
"DE LA RIVA LARA,MARIA DE JESUS","DE LA RIVA LARA,MARIA DE JESUS",100.0
"ROSAS CARO,JULIO CESAR","ROSAS CARO,JULIO CESAR",100.0
"HERNANDEZ CAMARILLO,ESTELA","HERNANDEZ CAMARILLO,ESTELA",100.0
"VALLE HERNANDEZ,BRENDA LIZ","VALLE HERNANDEZ,BRENDA LIZ",100.0
"HERNANDEZ ZAVALA,ANTONIO","HERNANDEZ ZAVALA,ANTONIO",100.0
"GOMEZ AGUILAR,JOSE FRANCISCO","GOMEZ AGUILAR,JOSE FRANCISCO",100.0
"ALVARADO OROZCO,JUAN MANUEL","ALVARADO OROZCO,JUAN MANUEL",100.0
MARTINEZ RANGELMARTIN GERARDO,MARTINEZ RANGELMARTIN GERARDO,100.0
"ROJANO MEJIA,DAVID","ROJANO MEJIA,DAVID",100.0
"CORNEJO ALVAREZ,JUAN FIDEL","CORNEJO ALVAREZ,JUAN FIDEL",100.0
"ALDABA MURUATO,LISETH RUBI","ALDABA MURUATO,LISETH RUBI",100.0
"HERNANDEZ JUAREZ,DIANA ISABEL","HERNANDEZ JUAREZ, DIANA ISABEL",98.30508474576271
"YOKOYAMA REBOLLAR,EMIY","YOKOYAMA REBOLLAR,EMIY",100.0
"SANTIAGO SANTOS,ALICIA","SANTIAGO SANTOS,ALICIA",100.0
"GUTIERREZ SALOMON,ANA LUISA","GUTIERREZ SALOMON,ANA LUISA",100.0
"HERNANDEZ AVENDAÑO,LUIS ALFREDO","HERNANDEZ AVENDAÑO, LUIS ALFREDO",98.41269841269842
"GUTIERREZ GUERRERO,LAURA XIOMARA","GUTIERREZ GUERRERO,LAURA XIOMARA",100.0
"FRANCO TOPETE,RAMON ANTONIO","FRANCO TOPETE,RAMON ANTONIO",100.0
"GALICIA MORENO,MARINA","GALICIA MORENO,MARINA",100.0
"OROZCO CERROS,SAYRA LISSETTE","OROZCO CERROS, SAYRA LISSETTE",98.24561403508771
"LOPEZ LAZARO,JOSE DE LOS SANTOS","LOPEZ LAZARO,JOSE DE LOS SANTOS",100.0
"PETRIZ PRIETO,MOISES ABRAHAM","PETRIZ PRIETO, MOISES ABRAHAM",98.24561403508771
"HERNANDEZ CALLEROS,JORGE","HERNANDEZ CALLEROS,JORGE",100.0
"ENRIQUEZ GOMEZ,LUIS FERNANDO","ENRIQUEZ GOMEZ,LUIS FERNANDO",100.0
"GARCIA GUZMAN,MAXIMILIANO","GARCIA GUZMAN,MAXIMILIANO",100.0
"RODRIGUEZ DE ITA,JULIETA","RODRIGUEZ DE ITA,JULIETA",100.0
"RAMIREZ CABRERA,MONICA AZUCENA","RAMIREZ CABRERA,MONICA AZUCENA",100.0
"BELLAMY ORTIZ,CLARA","BELLAMY ORTIZ, CLARA",97.43589743589743
"MUÑOZ TORRES,ABRIL VIOLETA","MUÑOZ TORRES, ABRIL VIOLETA",98.11320754716981
"LOPEZ HERNANDEZ,LUZ BERENICE","LOPEZ HERNANDEZ,LUZ BERENICE",100.0
"ESPINOZA OJEDA,ORLANDO MIGUEL","ESPINOZA OJEDA,ORLANDO MIGUEL",100.0
"TABAREZ ROJAS,ABIGAIL","TABAREZ ROJAS,ABIGAIL",100.0
"CRUZ HERVERT,LUIS PABLO","CRUZ HERVERT,LUIS PABLO",100.0
"LEOS RIVAS,CATALINA","LEOS RIVAS,CATALINA",100.0
"ALCAIDE MORENO,BORIS ADRIAN","ALCAIDE MORENO,BORIS ADRIAN",100.0
"CASTILLO GUZMAN,ARTURO ALBERTO","CASTILLO GUZMAN,ARTURO ALBERTO",100.0
"RENDON FRANCO,EMILIO","RENDON FRANCO,EMILIO",100.0
"CALLES ARRIAGA,CARLOS ADRIAN","CALLES ARRIAGA,CARLOS ADRIAN",100.0
"MANI LOPEZ,EMMA","MANI LOPEZ,EMMA",100.0
"ROMERO RAMIREZ,YANET","ROMERO RAMIREZ,YANET",100.0
"CERVANTES CARDOZA,VERONICA","CERVANTES CARDOZA,VERONICA",100.0
"HINOJOSA GARCIA,LAURA","HINOJOSA GARCIA,LAURA",100.0
"PEREZ BARBOSA,LORENA","PEREZ BARBOSA,LORENA",100.0
MARTINEZ MERCADOMIGUEL ANGEL,MARTINEZ MERCADOMIGUEL ANGEL,100.0
"SALAZAR BARAJAS,MARTHA ELBA","SALAZAR BARAJAS,MARTHA ELBA",100.0
"KLUNDER KLUNDER,MIGUEL","KLUNDER KLUNDER,MIGUEL",100.0
"HERRERA ZUÑIGA,LEONARDO DAVID","HERRERA ZUÑIGA, LEONARDO DAVID",98.30508474576271
"ISLAS JACOME,ALEJANDRO","ISLAS JACOME,ALEJANDRO",100.0
"CRUZ ZUÑIGA,NEREYDA","CRUZ ZUÑIGA, NEREYDA",97.43589743589743
"GARCIA GUTIERREZ,PONCIANO","GARCIA GUTIERREZ,PONCIANO",100.0
"MELGOZA VILLAGOMEZ,CLAUDIA MARIA","MELGOZA VILLAGOMEZ,CLAUDIA MARIA",100.0
"RUIZ MARTINEZ,GABRIEL","RUIZ MARTINEZ,GABRIEL",100.0
"PEZA SOLIS,JUAN FERNANDO","PEZA SOLIS, JUAN FERNANDO",97.95918367346938
"HAYANO KANASHIRO,ANGELA CORINA","HAYANO KANASHIRO,ANGELA CORINA",100.0
"LOZANO HUERTA,CESAR ADRIAN","LOZANO HUERTA,CESAR ADRIAN",100.0
"VERDUZCO GRAJEDA,LIDIA ELIZABETH","VERDUZCO GRAJEDA,LIDIA ELIZABETH",100.0
"LANDIN SANDOVAL,VERONICA JANETH","LANDIN SANDOVAL,VERONICA JANETH",100.0
"ROSAS SANTIAGO,PAUL","ROSAS SANTIAGO,PAUL",100.0
"ARMENTA MEDINA,DAGOBERTO","ARMENTA MEDINA,DAGOBERTO",100.0
"RETAMA VELASCO,JAIME","RETAMA VELASCO, JAIME",97.5609756097561
"ROMAN HERNANDEZ,EDWIN","ROMAN HERNANDEZ,EDWIN",100.0
"MENDOZA RESENDIZ,ALEJANDRO","MENDOZA RESENDIZ,ALEJANDRO",100.0
"GARCIA RAMIREZ,EMMA VIANEY","GARCIA RAMIREZ,EMMA VIANEY",100.0
"LICONA CASSANI,CUAUHTEMOC","LICONA CASSANI,CUAUHTEMOC",100.0
"ORTEGA MENDOZA,JOSE GABRIEL","ORTEGA MENDOZA,JOSE GABRIEL",100.0
"BUITIMEA CANTUA,NYDIA ESTRELLITA","BUITIMEA CANTUA,NYDIA ESTRELLITA",100.0
"ORTEGA MORALES,ALDO IVAN","ORTEGA MORALES,ALDO IVAN",100.0
"OSORIO DE LA ROSA,EDITH","OSORIO DE LA ROSA,EDITH",100.0
"ARES JIMENEZ,MIGUEL ANGEL","ARES JIMENEZ,MIGUEL ANGEL",100.0
"ROMANO TRUJILLO,ROMAN","ROMANO TRUJILLO,ROMAN",100.0
"ALVAREZ SALAS,ELENA","ALVAREZ SALAS,ELENA",100.0
"CARDENAS RODRIGUEZ,NOEMI","CARDENAS RODRIGUEZ,NOEMI",100.0
"CANALES GARCIA,ROSA AZALEA","CANALES GARCIA,ROSA AZALEA",100.0
"DIAZ SANCHEZ,ANGEL GABRIEL","DIAZ SANCHEZ,ANGEL GABRIEL",100.0
"BERNAL OROZCO,MARIA FERNANDA","BERNAL OROZCO,MARIA FERNANDA",100.0
"GARCIA GARCIA,JORGE DONATO","GARCIA GARCIA,JORGE DONATO",100.0
"HERNANDEZ IBARRA,LUIS EDUARDO","HERNANDEZ IBARRA,LUIS EDUARDO",100.0
"VALLE BARBOSA,MARIA ANA","VALLE BARBOSA,MARIA ANA",100.0
"GUTIERREZ AGUILAR,MANUEL","GUTIERREZ AGUILAR,MANUEL",100.0
"HERNANDEZ GONZALEZ,SALVADOR","HERNANDEZ GONZALEZ,SALVADOR",100.0
"BERNABE LORANCA,MARIA BEATRIZ","BERNABE LORANCA,MARIA BEATRIZ",100.0
"LOPEZ MARTINEZ,JORGE","LOPEZ MARTINEZ,JORGE",100.0
"MARTINEZ CORTES,GABRIELA","MARTINEZ CORTES,GABRIELA",100.0
"RAMIREZ GARCIA,SERGIO ALBERTO","RAMIREZ GARCIA,SERGIO ALBERTO",100.0
"BORRAYO CARBAJAL,ERNESTO","BORRAYO CARBAJAL,ERNESTO",100.0
"ZAVALA LEAL,OSCAR IRAM","ZAVALA LEAL,OSCAR IRAM",100.0
"GUZMAN RODRIGUEZ,LUIS FELIPE","GUZMAN RODRIGUEZ,LUIS FELIPE",100.0
"MENA ENRIQUEZ,MAYRA GUADALUPE","MENA ENRIQUEZ, MAYRA GUADALUPE",98.30508474576271
"GONZALEZ SANTIAGO,ANA ELIZABETH","GONZALEZ SANTIAGO,ANA ELIZABETH",100.0
"OLIN SANDOVAL,MARIA VIRIDIANA","OLIN SANDOVAL,MARIA VIRIDIANA",100.0
"ROSALES GOMEZ,ROBERTO CARLOS","ROSALES GOMEZ,ROBERTO CARLOS",100.0
"PALACIOS GONZALEZ,BERENICE","PALACIOS GONZALEZ,BERENICE",100.0
"PEREZ SILVA,IRMA","PEREZ SILVA,IRMA",100.0
"RODRIGUEZ RIVERA,NIDIA SAMARA","RODRIGUEZ RIVERA,NIDIA SAMARA",100.0
"TECALCO CRUZ,ANGELES CONCEPCION","TECALCO CRUZ,ANGELES CONCEPCION",100.0
"MARTINEZ OTERO,DIEGO","MARTINEZ OTERO,DIEGO",100.0
"LUNA ZAIZAR,HILDA","LUNA ZAIZAR,HILDA",100.0
"SEVERINO LENDECHY,VICTOR HUGO","SEVERINO LENDECHY,VICTOR HUGO",100.0
"LOPEZ ALFARO,GILBERTO","LOPEZ ALFARO,GILBERTO",100.0
"ESTRADAS ROMERO,ALEJANDRO","ESTRADAS ROMERO,ALEJANDRO",100.0
"PEREA ROMO,DIANA MARIA","PEREA ROMO,DIANA MARIA",100.0
"CEJUDO RUIZ,FREDY RUBEN","CEJUDO RUIZ,FREDY RUBEN",100.0
"PIÑA SANDOVAL,MARCO ANTONIO","PIÑA SANDOVAL, MARCO ANTONIO",98.18181818181819
"ESPEJEL AYALA,FABRICIO","ESPEJEL AYALA,FABRICIO",100.0
"LARA CALDERA,VENECIA CITLALI","LARA CALDERA, VENECIA CITLALI",98.24561403508771
"CAAMAL CHAN,MARIA GORETTY","CAAMAL CHAN,MARIA GORETTY",100.0
"RIVAS GONZALEZ,JUAN MANUEL","RIVAS GONZALEZ,JUAN MANUEL",100.0
"AMBRIZ GONZALEZ,GABRIELA","AMBRIZ GONZALEZ,GABRIELA",100.0
"GARCIA MONDRAGON,DAVID","GARCIA MONDRAGON, DAVID",97.77777777777777
"MONTES DE OCA HERNANDEZ,ACELA","MONTES DE OCA HERNANDEZ,ACELA",100.0
"CASTILLO NONATO,JESUS","CASTILLO NONATO, JESUS",97.67441860465115
"MUÑOZ MATA,JOSE LORENZO","MUÑOZ MATA, JOSE LORENZO",97.87234042553192
"ALVARADO TENORIO,GERMAN","ALVARADO TENORIO,GERMAN",100.0
"MARTINEZ SOLIS,FERMIN","MARTINEZ SOLIS,FERMIN",100.0
"LOPEZ MATEO,CELINA","LOPEZ MATEO,CELINA",100.0
"ALARCON OSUNA,MOISES ALEJANDRO","ALARCON OSUNA,MOISES ALEJANDRO",100.0
"ALVARADO REYNA,SOFIA","ALVARADO REYNA,SOFIA",100.0
"ARELLANO TOLEDO,MARCO LEOPOLDO","ARELLANO TOLEDO,MARCO LEOPOLDO",100.0
"MELCHOR BARRERA,ZORAYA","MELCHOR BARRERA,ZORAYA",100.0
"SILVA HERNANDEZ,AIDA LILIA","SILVA HERNANDEZ,AIDA LILIA",100.0
"MERINO GUZMAN,RUBEN","MERINO GUZMAN,RUBEN",100.0
"RODRIGUEZ PEREZ,BETANIA","RODRIGUEZ PEREZ,BETANIA",100.0
"MEJIA CAÑEDO,VIVIANA","MEJIA CAÑEDO, VIVIANA",97.5609756097561
"TELLEZ VELAZQUEZ,ARTURO","TELLEZ VELAZQUEZ,ARTURO",100.0
"ALVAREZ CISNEROS,WILDER","ALVAREZ CISNEROS,WILDER",100.0
"CORRAL VELAZQUEZ,GABRIEL ALFONSO","CORRAL VELAZQUEZ,GABRIEL ALFONSO",100.0
"IÑIGUEZ MENDOZA,MARCO ULISES","IÑIGUEZ MENDOZA, MARCO ULISES",98.24561403508771
"LOPEZ SOTO,CLAUDIA ORQUIDEA","LOPEZ SOTO,CLAUDIA ORQUIDEA",100.0
"RIVERA URIA,MARIA YAZMIN","RIVERA URIA,MARIA YAZMIN",100.0
"RUVALCABA DELGADILLO,ROSA YAVETH","RUVALCABA DELGADILLO,ROSA YAVETH",100.0
"BARRADAS HERNANDEZ,JOSE ERIBAN","BARRADAS HERNANDEZ, JOSE ERIBAN",98.36065573770492
"HERNANDEZ ARRIETA,ISAAC","HERNANDEZ ARRIETA,ISAAC",100.0
"DE LA CRUZ CHACON,IVAN","DE LA CRUZ CHACON,IVAN",100.0
"MALDONADO MUÑIZ,GABRIELA","MALDONADO MUÑIZ, GABRIELA",97.95918367346938
