Nombre Buscado,Mejor Coincidencia,Similitud
"TORRES ROMERO,JULIO CESAR","TORRES ROMERO,JULIO CESAR",100.0
"DIAZ GANDARILLA,JOSE ALFREDO","DIAZ GANDARILLA,JOSE ALFREDO",100.0
"LUEVANO MARTINEZ,LUIS ALBERTO","LUEVANO MARTINEZ,LUIS ALBERTO",100.0
"CASTELLANOS CASTRO,SILVIA","CASTELLANOS CASTRO,SILVIA",100.0
"LOPEZ MACAY,AMBAR","LOPEZ MACAY,AMBAR",100.0
"ROMERO AGUILAR,MARIANA","ROMERO AGUILAR, MARIANA",97.77777777777777
"VILCHIS REYES,MIGUEL ANGEL","VILCHIS REYES,MIGUEL ANGEL",100.0
"ARROYO RUEDA,MARIA CONCEPCION","ARROYO RUEDA,MARIA CONCEPCION",100.0
"TINOCO GRACIA,LUIS","TINOCO GRACIA,LUIS",100.0
"CABRERA MANUEL,MARIA ISABEL","CABRERA MANUEL, MARIA ISABEL",98.18181818181819
"MORALES RIOS,EDGAR","MORALES RIOS,EDGAR",100.0
"ATIENZO DE LA CRUZ,ERIKA ELIZABETH","ATIENZO DE LA CRUZ,ERIKA ELIZABETH",100.0
"AMADOR MENDOZA,ADOLFO","AMADOR MENDOZA,ADOLFO",100.0
"TREJO ORTIZ,PERLA MARIA","TREJO ORTIZ, PERLA MARIA",97.87234042553192
"CASTRO EGUILUZ,ANGEL DENISSE","CASTRO EGUILUZ,ANGEL DENISSE",100.0
"MORENO GARCIA,HARUMI","MORENO GARCIA,HARUMI",100.0
"ROSALES MARTINEZ,YETZI","ROSALES MARTINEZ,YETZI",100.0
"BRAVO DELGADO,HUMBERTO RAFAEL","BRAVO DELGADO, HUMBERTO RAFAEL",98.30508474576271
"MARTINEZ CRUZ,OLIVIERT","MARTINEZ CRUZ,OLIVIERT",100.0
"COTA RUIZ,ABDIEL KENI","COTA RUIZ,ABDIEL KENI",100.0
"RIVERA PEREZ,CRISALEJANDRA","RIVERA PEREZ,CRISALEJANDRA",100.0
"ALVA PEREZ,JORGE","ALVA PEREZ,JORGE",100.0
"SALAS PEREZ,FRANCISCO GUILLERMO","SALAS PEREZ,FRANCISCO GUILLERMO",100.0
"CALLEJA BELLO,NAZIRA","CALLEJA BELLO,NAZIRA",100.0
"REYES GALINDO,LUIS IGNACIO","REYES GALINDO,LUIS IGNACIO",100.0
"PALMA RODRIGUEZ,HEIDI MARIA","PALMA RODRIGUEZ,HEIDI MARIA",100.0
"LUCERO ACUÑA,JESUS ARMANDO","LUCERO ACUÑA, JESUS ARMANDO",98.11320754716981
"AGUILAR MENDEZ,MARIO JOSUE","AGUILAR MENDEZ, MARIO JOSUE",98.11320754716981
"SOTO REYES,NOHEMI","SOTO REYES,NOHEMI",100.0
"ROJAS GODINA,LUIS IGNACIO","ROJAS GODINA,LUIS IGNACIO",100.0
"MARTINEZ AGUILAR,JUAN FRANCISCO","MARTINEZ AGUILAR,JUAN FRANCISCO",100.0
"ORTEGA OLVERA,CAROLINA","ORTEGA OLVERA,CAROLINA",100.0
"DESSENS FELIX,MARIBEL","DESSENS FELIX,MARIBEL",100.0
"TAVARES CARREON,FAVIOLA ISABEL","TAVARES CARREON,FAVIOLA ISABEL",100.0
"SALINAS SALINAS,FERNANDO","SALINAS SALINAS,FERNANDO",100.0
"RODRIGUEZ MIRANDA,JESUS","RODRIGUEZ MIRANDA,JESUS",100.0
"FLORES MENDOZA,LILIAN KAREM","FLORES MENDOZA,LILIAN KAREM",100.0
"CUEVAS CAJIGA,YAZMIN MARGARITA","CUEVAS CAJIGA,YAZMIN MARGARITA",100.0
"OLIVIER TELLEZ,MARIA GUADALUPE","OLIVIER TELLEZ, MARIA GUADALUPE",98.36065573770492
"ROBLEDO PADILLA,FELIPE ANGEL","ROBLEDO PADILLA,FELIPE ANGEL",100.0
"ROMO MANCILLAS,RUBEN ANTONIO","ROMO MANCILLAS,RUBEN ANTONIO",100.0
"GOMEZ ZALDIVAR,FERNANDO","GOMEZ ZALDIVAR,FERNANDO",100.0
"GOMORA FIGUEROA,ANA PAULINA","GOMORA FIGUEROA, ANA PAULINA",98.18181818181819
"VALDES GODINES,JUAN CARLOS","VALDES GODINES,JUAN CARLOS",100.0
"VILLAMIL RAMOS,RAUL","VILLAMIL RAMOS,RAUL",100.0
"PEREZ VILLANUEVA,JAIME","PEREZ VILLANUEVA,JAIME",100.0
"ORTEGA FLORES,BERLAINE","ORTEGA FLORES,BERLAINE",100.0
"JUAREZ SANCHEZ,JOSE OCTAVIO","JUAREZ SANCHEZ,JOSE OCTAVIO",100.0
"SILVA CAMPA,ERIKA","SILVA CAMPA,ERIKA",100.0
"FRANCO GARCIA,MARTHA JOSEFINA","FRANCO GARCIA,MARTHA JOSEFINA",100.0
"OCHOA LEYVA,ADRIAN","OCHOA LEYVA,ADRIAN",100.0
"TAMAYO Y ORTIZ,MARCELA","TAMAYO Y ORTIZ,MARCELA",100.0
AVILA RODRIGUEZVERONICA,AVILA RODRIGUEZVERONICA,100.0
"MARTINEZ PEREZ,MARGARITA","MARTINEZ PEREZ,MARGARITA",100.0
"TORRES DE LOS SANTOS,RODOLFO","TORRES DE LOS SANTOS,RODOLFO",100.0
"SANCHEZ MIER,MARIA TERESA","SANCHEZ MIER,MARIA TERESA",100.0
"PEREZ QUEZADAS,JUAN","PEREZ QUEZADAS,JUAN",100.0
"GAZGA FLORES,ALFONSO","GAZGA FLORES,ALFONSO",100.0
"ALVAREZ VENICIO,VIOLETA","ALVAREZ VENICIO,VIOLETA",100.0
"ARROYO BALAN,FABIAN LEONARDO","ARROYO BALAN,FABIAN LEONARDO",100.0
"SANCHEZ GUADARRAMA,MARIA OBDULIA","SANCHEZ GUADARRAMA,MARIA OBDULIA",100.0
"CERON CAMACHO,RICARDO","CERON CAMACHO,RICARDO",100.0
"ALMANZA AVENDAÑO,ARIAGOR MANUEL","ALMANZA AVENDAÑO, ARIAGOR MANUEL",98.41269841269842
"IBARRA MARTINEZ,JORGE RUBEN","IBARRA MARTINEZ,JORGE RUBEN",100.0
"CARRERA ONTIVEROS,YADIRA GUADALUPE","CARRERA ONTIVEROS, YADIRA GUADALUPE",98.55072463768117
"BARBOSA POOL,GLISERIO ROMELI","BARBOSA POOL,GLISERIO ROMELI",100.0
"MORALES SALAS,LIZBETH","MORALES SALAS,LIZBETH",100.0
"GUERRERO BOBADILLA,HECTOR","GUERRERO BOBADILLA,HECTOR",100.0
"VENEGAS REYES,EDUARDO","VENEGAS REYES,EDUARDO",100.0
"DIAZ GONZALEZ,LORENA","DIAZ GONZALEZ,LORENA",100.0
"BURGARA ESTRELLA,ALEXEL JESUS","BURGARA ESTRELLA,ALEXEL JESUS",100.0
"RODRIGUEZ AGUILAR,ROMAN","RODRIGUEZ AGUILAR,ROMAN",100.0
"IRACHETA CORTEZ,REYNALDO","IRACHETA CORTEZ,REYNALDO",100.0
"JIMENEZ JIMENEZ,RANDY ALEXIS","JIMENEZ JIMENEZ,RANDY ALEXIS",100.0
"GONZALEZ SEBASTIAN,LUCERO","GONZALEZ SEBASTIAN,LUCERO",100.0
"SANCHEZ MEDINA,RICARDO","SANCHEZ MEDINA,RICARDO",100.0
"CERVANTES ESCOBAR,AIMEE","CERVANTES ESCOBAR,AIMEE",100.0
"ENRIQUEZ NEGRETE,DAVID JAVIER","ENRIQUEZ NEGRETE,DAVID JAVIER",100.0
"ROSAS LUIS,RIGOBERTO","ROSAS LUIS,RIGOBERTO",100.0
"SANCHEZ BANDALA,MARIA ALEJANDRA","SANCHEZ BANDALA,MARIA ALEJANDRA",100.0
"GUZMAN VILLANUEVA,LAURA TERESA","GUZMAN VILLANUEVA,LAURA TERESA",100.0
"GOMEZ SAN LUIS,ANEL HORTENSIA","GOMEZ SAN LUIS,ANEL HORTENSIA",100.0
"CHAVEZ SOTO,BLANCA IVET","CHAVEZ SOTO, BLANCA IVET",97.87234042553192
"DURAN BEDOLLA,JOSEFINA","DURAN BEDOLLA,JOSEFINA",100.0
"MARMOLEJO SAUCEDO,JOSE ANTONIO","MARMOLEJO SAUCEDO,JOSE ANTONIO",100.0
"ROSALES PIÑA,CONSUELO RUBI","ROSALES PIÑA, CONSUELO RUBI",98.11320754716981
"AVILA ORTIZ,MARIA NATIVIDAD","AVILA ORTIZ,MARIA NATIVIDAD",100.0
"PALACIOS DELGADO,JORGE RAUL","PALACIOS DELGADO,JORGE RAUL",100.0
"LINARES OLIVAS,OLIVERIO LEONEL","LINARES OLIVAS,OLIVERIO LEONEL",100.0
"SANTANA JUAREZ,MARCELA VIRGINIA","SANTANA JUAREZ,MARCELA VIRGINIA",100.0
"ARELLANEZ HERNANDEZ,JORGE LUIS","ARELLANEZ HERNANDEZ,JORGE LUIS",100.0
"ANAYA CORONA,MARGARITA","ANAYA CORONA,MARGARITA",100.0
"TOVAR CABAÑAS,RODRIGO","TOVAR CABAÑAS, RODRIGO",97.67441860465115
"ROMERO GODINEZ,EDITH","ROMERO GODINEZ,EDITH",100.0
"OLIVA AGUILAR,VICTOR RAMON","OLIVA AGUILAR,VICTOR RAMON",100.0
"LUNA CASTRO,GABRIELA SARAHI","LUNA CASTRO,GABRIELA SARAHI",100.0
"MORENO TAMAYO,KARLA MARGARITA","MORENO TAMAYO,KARLA MARGARITA",100.0
"CRUZ LOPEZ,RICARDO","CRUZ LOPEZ,RICARDO",100.0
"BERNALDEZ SARABIA,JOHANNA","BERNALDEZ SARABIA,JOHANNA",100.0
"HERNANDEZ ESPINOSA,RAFAEL","HERNANDEZ ESPINOSA,RAFAEL",100.0
"VILCHIS GIL,JENNY","VILCHIS GIL,JENNY",100.0
"RECILLAS MOTA,MARICARMEN THALIA","RECILLAS MOTA, MARICARMEN THALIA",98.41269841269842
"RUIZ TORRES,RAUL PAVEL","RUIZ TORRES,RAUL PAVEL",100.0
"SANCHEZ ROMAN,SOFIA","SANCHEZ ROMAN,SOFIA",100.0
"MENDOZA PORRAS,OMAR","MENDOZA PORRAS,OMAR",100.0
"GARCIA VILLANUEVA,JORGE","GARCIA VILLANUEVA,JORGE",100.0
"VAZQUEZ VUELVAS,OSCAR FERNANDO","VAZQUEZ VUELVAS,OSCAR FERNANDO",100.0
"SILVA LUEVANOS,BENJAMIN EMANUEL","SILVA LUEVANOS,BENJAMIN EMANUEL",100.0
"CAZARES PALACIOS,ITZIA MARIA","CAZARES PALACIOS,ITZIA MARIA",100.0
"MARTINEZ SOTO,JOEL","MARTINEZ SOTO,JOEL",100.0
"REYNOSO ALCANTARA,VICENTA","REYNOSO ALCANTARA,VICENTA",100.0
"STINCER GOMEZ,DENI","STINCER GOMEZ,DENI",100.0
"FLORES ALVAREZ,JOSE MANUEL","FLORES ALVAREZ,JOSE MANUEL",100.0
"HERAS ROMERO,YESSICA ROSALINDA","HERAS ROMERO, YESSICA ROSALINDA",98.36065573770492
"CABRERA MACEDO,ALFONSO","CABRERA MACEDO, ALFONSO",97.77777777777777
"GARCIA CASTRO,NEFTALI","GARCIA CASTRO,NEFTALI",100.0
"ORTIZ ALEGRIA,LUZ BELINDA","ORTIZ ALEGRIA,LUZ BELINDA",100.0
"OROZCO ZAVALA,RICARDO","OROZCO ZAVALA,RICARDO",100.0
"GARCIA VENCES,EDNA ELISA","GARCIA VENCES,EDNA ELISA",100.0
"GARCIA SOLORZANO,LUIS AARON","GARCIA SOLORZANO, LUIS AARON",98.18181818181819
"SUAREZ AVILA,PAOLA VIRGINIA","SUAREZ AVILA,PAOLA VIRGINIA",100.0
"MONTIEL TORRES,OSCAR","MONTIEL TORRES,OSCAR",100.0
"ORTEGA MENDOZA,ROSA MARIA","ORTEGA MENDOZA,ROSA MARIA",100.0
"ROBLES SANCHEZ,ROSARIO MARIBEL","ROBLES SANCHEZ,ROSARIO MARIBEL",100.0
"OSORIO AVALOS,JORGE","OSORIO AVALOS,JORGE",100.0
"CAMACHO LOMELI,ROSALIA","CAMACHO LOMELI,ROSALIA",100.0
"FLORES MONTER,YASIRI MAYELI","FLORES MONTER, YASIRI MAYELI",98.18181818181819
"SALINAS ARREORTUA,LUIS ALBERTO","SALINAS ARREORTUA,LUIS ALBERTO",100.0
"TALLEDOS SANCHEZ,EDGAR","TALLEDOS SANCHEZ,EDGAR",100.0
"PERALTA RODRIGUEZ,RAUL","PERALTA RODRIGUEZ,RAUL",100.0
"CARRILLO VELAZQUEZ,LUCIA PATRICIA","CARRILLO VELAZQUEZ,LUCIA PATRICIA",100.0
"CUEVAS CONTRERAS,TOMAS JESUS","CUEVAS CONTRERAS,TOMAS JESUS",100.0
"SIMENTAL FRANCO,VICTOR AMAURY","SIMENTAL FRANCO,VICTOR AMAURY",100.0
"HERRERA VEGA,JAVIER","HERRERA VEGA,JAVIER",100.0
"OLVERA LOPEZ,WILLIAM JOSE","OLVERA LOPEZ,WILLIAM JOSE",100.0
"ALONSO CASTRO,ANGEL JOSABAD","ALONSO CASTRO,ANGEL JOSABAD",100.0
"ROSALES COLUNGA,LUIS MANUEL","ROSALES COLUNGA, LUIS MANUEL",98.18181818181819
"CUAYA SIMBRO,GERMAN","CUAYA SIMBRO, GERMAN",97.43589743589743
"REYNOSO NOVERON,NANCY","REYNOSO NOVERON,NANCY",100.0
"DE LA ROSA CASTILLO,MIGUEL ANGEL","DE LA ROSA CASTILLO,MIGUEL ANGEL",100.0
"TAPIA HERNANDEZ,ERICK FRANCISCO","TAPIA HERNANDEZ,ERICK FRANCISCO",100.0
"CASTRO BELTRAN,RIGOBERTO","CASTRO BELTRAN,RIGOBERTO",100.0
"MENDIZABAL RUIZ,EDUARDO GERARDO","MENDIZABAL RUIZ,EDUARDO GERARDO",100.0
"TAGO PACHECO,JOSUE","TAGO PACHECO,JOSUE",100.0
"BOLIVAR CIME,ADDY MARGARITA","BOLIVAR CIME,ADDY MARGARITA",100.0
"LOPEZ MARTINEZ,EDGAR","LOPEZ MARTINEZ,EDGAR",100.0
"GALVAN MADRID,ROBERTO JOSE","GALVAN MADRID,ROBERTO JOSE",100.0
"PEREZ HUERTA,JOSE SAMUEL","PEREZ HUERTA,JOSE SAMUEL",100.0
"PEREZ VALDESPINO,ABIGAIL","PEREZ VALDESPINO,ABIGAIL",100.0
"LEYVA INZUNZA,ZENAIDA CAROLINA","LEYVA INZUNZA,ZENAIDA CAROLINA",100.0
"SUAREZ AVILA,ALBERTO ABAD","SUAREZ AVILA,ALBERTO ABAD",100.0
"PEREZ LEON,JOSE ENRIQUE","PEREZ LEON,JOSE ENRIQUE",100.0
"LEON ORTIZ,MIGUEL ANGEL","LEON ORTIZ, MIGUEL ANGEL",97.87234042553192
"TELLEZ MEDINA,DARIO IKER","TELLEZ MEDINA,DARIO IKER",100.0
"DAVILA FISMAN,NANCY PAOLA","DAVILA FISMAN,NANCY PAOLA",100.0
"ROMERO GALARZA,ADOLFO","ROMERO GALARZA,ADOLFO",100.0
"CASTAÑOS CERVANTES,LUIS OCTAVIO","CASTAÑOS CERVANTES, LUIS OCTAVIO",98.41269841269842
"MAGALLON GAYON,ERIKA","MAGALLON GAYON,ERIKA",100.0
"VALDESPINO CASTILLO,PATRICIA MARGARITA","VALDESPINO CASTILLO,PATRICIA MARGARITA",100.0
"SANDOVAL CERVANTES,DANIEL","SANDOVAL CERVANTES,DANIEL",100.0
"GONZALEZ MUÑOZ,ADIV","GONZALEZ MUÑOZ, ADIV",97.43589743589743
"GALVAN DE LA CRUZ,OLGA OLINCA","GALVAN DE LA CRUZ,OLGA OLINCA",100.0
"MENDOZA TEMIS,JOEL DE JESUS","MENDOZA TEMIS,JOEL DE JESUS",100.0
"AVILA VERGARA,NANCY HAYDEE","AVILA VERGARA, NANCY HAYDEE",98.11320754716981
"SANTIAGO MARTINEZ,GODOFREDO G.","SANTIAGO MARTINEZ,GODOFREDO G.",100.0
"MORALES JIMENEZ,JESUS ISRAEL","MORALES JIMENEZ,JESUS ISRAEL",100.0
"ESQUEDA LARA,KARINA","ESQUEDA LARA, KARINA",97.43589743589743
"BELLO LOPEZ,JUAN MANUEL","BELLO LOPEZ,JUAN MANUEL",100.0
"WILSON HERRAN,MARIO CESAR","WILSON HERRAN,MARIO CESAR",100.0
"HERNANDEZ GAMA,REGINA","HERNANDEZ GAMA, REGINA",97.67441860465115
"MOYA SANCHEZ,EDUARDO ULISES","MOYA SANCHEZ,EDUARDO ULISES",100.0
BERUMEN CAMPOSARTURO,BERUMEN CAMPOSARTURO,100.0
"ANZO HERNANDEZ,ANDRES","ANZO HERNANDEZ,ANDRES",100.0
"HERNANDEZ RAMIREZ,RAUL ULISES","HERNANDEZ RAMIREZ,RAUL ULISES",100.0
"PEÑA DELGADO,ADRIAN FERMIN","PEÑA DELGADO, ADRIAN FERMIN",98.11320754716981
"FLORES AYVAR,LAWRENCE SALOME","FLORES AYVAR,LAWRENCE SALOME",100.0
"KUBLI GARCIA,FAUSTO YAMILE","KUBLI GARCIA,FAUSTO YAMILE",100.0
"MENDEZ CRUZ,CARLOS FRANCISCO","MENDEZ CRUZ,CARLOS FRANCISCO",100.0
"MARTINEZ QUIROZ,JOEL","MARTINEZ QUIROZ, JOEL",97.5609756097561
"FLORES ELIZONDO,RODRIGO","FLORES ELIZONDO,RODRIGO",100.0
"CANO EUROPA,EDGAR","CANO EUROPA,EDGAR",100.0
"RAMIREZ DAMASO,GABRIEL","RAMIREZ DAMASO,GABRIEL",100.0
"ALFARO LOPEZ,HILDA MARGARITA","ALFARO LOPEZ,HILDA MARGARITA",100.0
"BOTELLO MENDEZ,ANDRES RAFAEL","BOTELLO MENDEZ,ANDRES RAFAEL",100.0
"NAVARRO NOYA,YENDI EBENEZER","NAVARRO NOYA,YENDI EBENEZER",100.0
"GARCES RAMIREZ,LINDA","GARCES RAMIREZ,LINDA",100.0
"CAMPOS DELGADO,JESSICA ROSAURA","CAMPOS DELGADO,JESSICA ROSAURA",100.0
"MORELOS GOMEZ,AARON","MORELOS GOMEZ,AARON",100.0
"JUAREZ HERNANDEZ,LUIS GIBRAN","JUAREZ HERNANDEZ,LUIS GIBRAN",100.0
"TORRES MARTINEZ,MIGUEL ANGEL","TORRES MARTINEZ,MIGUEL ANGEL",100.0
"CARNERO BRAVO,VLADISLAV","CARNERO BRAVO, VLADISLAV",97.87234042553192
"QUIROZ MARTINEZ,BENJAMIN","QUIROZ MARTINEZ, BENJAMIN",97.95918367346938
"GONZALEZ MORONES,PABLO","GONZALEZ MORONES,PABLO",100.0
"LOPEZ YAÑEZ,ITZAMA","LOPEZ YAÑEZ, ITZAMA",97.2972972972973
"HERNANDEZ HERNANDEZ,ERNESTO","HERNANDEZ HERNANDEZ,ERNESTO",100.0
"ROMAN GODINEZ,ISRAEL","ROMAN GODINEZ,ISRAEL",100.0
"MIRANDA LABRA,ROXANA URI","MIRANDA LABRA,ROXANA URI",100.0
"REYES ALVARADO,ANA GISELA","REYES ALVARADO,ANA GISELA",100.0
"ALVAREZ CISNEROS,YENIZEY MERIT","ALVAREZ CISNEROS,YENIZEY MERIT",100.0
"ORDAZ HERNANDEZ,ARMANDO","ORDAZ HERNANDEZ,ARMANDO",100.0
"MONTESINOS MATIAS,ROBERTO","MONTESINOS MATIAS,ROBERTO",100.0
"CARRILLO SAUCEDO,SILVIA MARGARITA","CARRILLO SAUCEDO,SILVIA MARGARITA",100.0
"TRUJILLO NAVARRETE,BALTER","TRUJILLO NAVARRETE,BALTER",100.0
"GARCIA DE ALBA VERDUZCO,JAVIER EUGENIO","GARCIA DE ALBA VERDUZCO,JAVIER EUGENIO",100.0
"VILLEGAS RUEDA,VERONICA LUCERO","VILLEGAS RUEDA,VERONICA LUCERO",100.0
"DIAZ HERNANDEZ,ORLANDO","DIAZ HERNANDEZ,ORLANDO",100.0
"ALDAPE PEREZ,MARIO","ALDAPE PEREZ,MARIO",100.0
"ANDRADE ESPINOSA,GUILLERMO","ANDRADE ESPINOSA,GUILLERMO",100.0
"FLORES GONZALEZ,ERNESTO","FLORES GONZALEZ,ERNESTO",100.0
"FLORES CARAPIA,ROLANDO","FLORES CARAPIA,ROLANDO",100.0
"MARIN CASTRO,HEIDY MARISOL","MARIN CASTRO,HEIDY MARISOL",100.0
"MUÑOZ AREYZAGA,ERENDIRA","MUÑOZ AREYZAGA, ERENDIRA",97.87234042553192
"VALDIVIEZO NAVARRO,JUAN CARLOS","VALDIVIEZO NAVARRO,JUAN CARLOS",100.0
"MENESES RUIZ,EDITH","MENESES RUIZ,EDITH",100.0
"DIMAS GONZALEZ,JISELA","DIMAS GONZALEZ,JISELA",100.0
"GONZALEZ BARBOSA,ERICK ALEJANDRO","GONZALEZ BARBOSA, ERICK ALEJANDRO",98.46153846153847
"TOVAR GOMEZ,RIGOBERTO","TOVAR GOMEZ,RIGOBERTO",100.0
"ZAMORATEGUI MOLINA,ADRIAN","ZAMORATEGUI MOLINA, ADRIAN",98.0392156862745
"ARIAS HERNANDEZ,LUZ ADRIANA","ARIAS HERNANDEZ, LUZ ADRIANA",98.18181818181819
"LUVIANO ORTIZ,JOSE LUIS","LUVIANO ORTIZ,JOSE LUIS",100.0
"SIERRA HERNANDEZ,JUAN MANUEL","SIERRA HERNANDEZ,JUAN MANUEL",100.0
"COLIN OROZCO,ELENA","COLIN OROZCO,ELENA",100.0
"NAVARRO TITO,NAPOLEON","NAVARRO TITO,NAPOLEON",100.0
"REYES RIOS,ROXANA","REYES RIOS, ROXANA",97.14285714285714
"MEDINA MENDOZA,ANA KARINA","MEDINA MENDOZA,ANA KARINA",100.0
"RUIZ CAMACHO,BEATRIZ","RUIZ CAMACHO,BEATRIZ",100.0
"MEDINA VELAZQUEZ,DULCE YOLOTZIN","MEDINA VELAZQUEZ,DULCE YOLOTZIN",100.0
"CARRILLO DIAZ,MARIA ISABEL","CARRILLO DIAZ,MARIA ISABEL",100.0
"MANCILLA SIMBRO,CLAUDIA","MANCILLA SIMBRO, CLAUDIA",97.87234042553192
"GARCIA TREVIÑO,EDGAR SALOMON","GARCIA TREVIÑO, EDGAR SALOMON",98.24561403508771
"LUNA GUEVARA,JUAN JOSE","LUNA GUEVARA,JUAN JOSE",100.0
"OCHOA VELASCO,CARLOS ENRIQUE","OCHOA VELASCO,CARLOS ENRIQUE",100.0
"CHALE LARA,FABIO FELIPE","CHALE LARA,FABIO FELIPE",100.0
"MARTINEZ DIAZ,SAUL","MARTINEZ DIAZ,SAUL",100.0
"MENDOZA ALMANZA,GRETEL","MENDOZA ALMANZA,GRETEL",100.0
"RIOS GONZALEZ,KARLA GENOVEVA","RIOS GONZALEZ,KARLA GENOVEVA",100.0
"PINEDA PINEDA,JOEL","PINEDA PINEDA,JOEL",100.0
"VILLANUEVA SANCHEZ,EVERT","VILLANUEVA SANCHEZ,EVERT",100.0
"SANCHEZ VEGA,MIRIAM","SANCHEZ VEGA,MIRIAM",100.0
"MANRIQUEZ BUENDIA,MARITZA","MANRIQUEZ BUENDIA,MARITZA",100.0
"CUECUECHA MENDOZA,MA. DEL CARMEN DOLORES","CUECUECHA MENDOZA,MA. DEL CARMEN DOLORES",100.0
"DIAZ JOSE,JULIO","DIAZ JOSE,JULIO",100.0
"ROBLES ROBLES,JOSE MANUEL","ROBLES ROBLES, JOSE MANUEL",98.0392156862745
"SANGABRIEL CONDE,WENDY","SANGABRIEL CONDE,WENDY",100.0
"PADILLA PAZ,SERGIO EDUARDO","PADILLA PAZ, SERGIO EDUARDO",98.11320754716981
"YAÑEZ RIVERA,BEATRIZ","YAÑEZ RIVERA, BEATRIZ",97.5609756097561
"ALVARADO CASTILLO,GERARDO","ALVARADO CASTILLO,GERARDO",100.0
"BARRALES LOPEZ,ANGELICA","BARRALES LOPEZ,ANGELICA",100.0
"TORRES ALVAREZ,MARTHA MARISOL","TORRES ALVAREZ, MARTHA MARISOL",98.30508474576271
"CRUZ SALAZAR,BARBARA","CRUZ SALAZAR,BARBARA",100.0
"NAVARRO MARTINEZ,SERGIO IVAN","NAVARRO MARTINEZ,SERGIO IVAN",100.0
"VERA MALOOF,FARAH ZAMIRA","VERA MALOOF,FARAH ZAMIRA",100.0
"SANTILLAN SOTO,NESTOR","SANTILLAN SOTO,NESTOR",100.0
"MANCILLA VILLA,OSCAR RAUL","MANCILLA VILLA,OSCAR RAUL",100.0
"GUIZAR MATEOS,ISAI","GUIZAR MATEOS,ISAI",100.0
"RAMIREZ MELLA,MONICA","RAMIREZ MELLA,MONICA",100.0
"LOPEZ PEREZ,ADOLFO","LOPEZ PEREZ, ADOLFO",97.2972972972973
"BUENDIA RODRIGUEZ,ALMA DELIA","BUENDIA RODRIGUEZ, ALMA DELIA",98.24561403508771
"CARRILLO CEDILLO,EUGENIA GABRIELA","CARRILLO CEDILLO,EUGENIA GABRIELA",100.0
"FLORES GUTIERREZ,DORA LUZ","FLORES GUTIERREZ,DORA LUZ",100.0
"NUÑEZ ANITA,ROSA ELVIRA","NUÑEZ ANITA, ROSA ELVIRA",97.87234042553192
"MENDOZA PEDROZA,SERGIO IBAN","MENDOZA PEDROZA,SERGIO IBAN",100.0
"MEJIA MENDEZ,GUILLERMO","MEJIA MENDEZ,GUILLERMO",100.0
"LUGO GARCIA,GABRIEL ANTONIO","LUGO GARCIA,GABRIEL ANTONIO",100.0
"FLORES CHAN,JOSE ENRIQUE","FLORES CHAN,JOSE ENRIQUE",100.0
"ARRIETA RAMOS,BEATRIZ GUILLERMINA","ARRIETA RAMOS,BEATRIZ GUILLERMINA",100.0
"GARCIA GALLEGOS,JESUS HAZAEL","GARCIA GALLEGOS,JESUS HAZAEL",100.0
"MARIN CELESTINO,ANA ELIZABETH","MARIN CELESTINO,ANA ELIZABETH",100.0
"SANCHEZ MORALES,PRIMO","SANCHEZ MORALES,PRIMO",100.0
"RAMIREZ REYNOSO,OMAR","RAMIREZ REYNOSO,OMAR",100.0
"ARREDONDO HERNANDEZ,LUIS JOSE RENE","ARREDONDO HERNANDEZ,LUIS JOSE RENE",100.0
"MACGREGOR FORS,IAN","MACGREGOR FORS,IAN",100.0
"SOLIS MONTERO,LISLIE","SOLIS MONTERO,LISLIE",100.0
"ESCALONA MUGICA,JOSE RENE","ESCALONA MUGICA,JOSE RENE",100.0
"CHAVEZ GALAN,LESLIE","CHAVEZ GALAN,LESLIE",100.0
"CASTILLO JUAREZ,ISRAEL","CASTILLO JUAREZ,ISRAEL",100.0
"PEREZ SERRANO,ADRIANA MONTSERRAT","PEREZ SERRANO,ADRIANA MONTSERRAT",100.0
"GAONA BERNAL,JORGE","GAONA BERNAL,JORGE",100.0
"RUBIO CASTRO,EUSIEL","RUBIO CASTRO,EUSIEL",100.0
"ROJAS VILLALOBOS,HUGO LUIS","ROJAS VILLALOBOS,HUGO LUIS",100.0
"ROJAS GARCIA,FABIOLA","ROJAS GARCIA,FABIOLA",100.0
"CASTAÑON PUGA,MANUEL","CASTAÑON PUGA, MANUEL",97.5609756097561
"CASTRO RODRIGUEZ,JUAN RAMON","CASTRO RODRIGUEZ,JUAN RAMON",100.0
"DZIB CASTILLO,BENITO BERNARDO","DZIB CASTILLO,BENITO BERNARDO",100.0
"SAUCEDA CARVAJAL,DANIEL","SAUCEDA CARVAJAL,DANIEL",100.0
"BELTRAN CHACON,RICARDO","BELTRAN CHACON,RICARDO",100.0
"TREJO ARROYO,DANNA LIZETH","TREJO ARROYO,DANNA LIZETH",100.0
"GONZALEZ ZARAGOZA,CLEMENTINA","GONZALEZ ZARAGOZA,CLEMENTINA",100.0
"SANCHEZ SANCHEZ,ROBERTO","SANCHEZ SANCHEZ,ROBERTO",100.0
"VAZQUEZ VICTORIO,GENARO","VAZQUEZ VICTORIO,GENARO",100.0
"ROMERO BAUTISTA,ALEJANDRO","ROMERO BAUTISTA, ALEJANDRO",98.0392156862745
